SeriesNumber,Filename,Name,Description,Gender,Attributes,UUID,Hash
245,dumebi-jjc,dumebi jjc,Innocent 100 level girl wey never spoil,female,"hair:orange hair in two side buns, eyes:black, teeth:none, clothing:ankara blouse, accessories:none, expression:innocent, strength:curiousity, weakness:gullible",ede865da-5abd-11ed-9b6a-0242ac120002,9260917ce7014adbb2c5a168e1a98ea418adf535f52d36c5ee8865a3668f8edb
246,ukwu-nengi,ukwu nengi,Well endowed woman who will always make heads turn,female,"hair:dark brown, eyes:black and grey, teeth:none, clothing:orange,blue, yellow and black ankara, accessories:none, expression:straight faced, strength:smart, weakness:cunny",95f068845d3e4884a630100b63026bef24112823ab264c6edbdc27e219623628
247,nonso-malay,nonso malay,"Man on the move. It is either ego, or money my bloder",male,"hair:orange, eyes:squint, teeth:none and moustache, clothing:agbada, accessories:none, expression:mischevious smile, strength:action person, weakness:doesn't trust anyone",ede86a12-5abd-11ed-9b6a-0242ac120002,1350bbc64e7e062db7018cd53bed1d427ac41a80f5cde5863292164329516fad
248,saro-texaco,saro texaco,An oil tycoon who dominates,male,"hair:none, eyes:black, teeth:white, clothing:agbada, accessories:cap, expression:smiling, strength:negotiations, weakness:stingy",ede86c2e-5abd-11ed-9b6a-0242ac120002,773035027f3e7aa475bb9bd4df29247e16c2eea8a7ab566b0789df6e12f4d608
249,akpos-agbero,akpos agbero,A Warri boy always in the mood for violence,male,"hair:none, eyes:black, teeth:rabbit front teeth, clothing:brown polo and blue pinafore, accessories:cap, expression:angry, strength:physically fit, weakness:short-tempered",ede86e22-5abd-11ed-9b6a-0242ac120002,1973d67772c6a8b2e3b61543d8762b575aabdfdd214d30e9e2d0c39bbe80249c
250,kasali-danfo,kasali danfo,A danfo driver popular for his positive outlook of life,male,"hair:none, eyes:black, teeth:missing two front teeth, clothing:green polo and blue pinafore, accessories:chewing stick and bandana, expression:hopeful, strength:optimistic, weakness:over promises a lot",ede86fbc-5abd-11ed-9b6a-0242ac120002,836235f28204f5d368352affb9e51ae0b3580479d65dfe193d219bab50f317cb
251,osaz-benz,osaz benz,an Internet fraudster who hails from Edo state,male,"hair:red, eyes:black, teeth:gold tooth, clothing:white polo and blue pinafore, accessories:none, expression:unamused, strength:technology savy, weakness:reckless",ede87fca-5abd-11ed-9b6a-0242ac120002,c0fe43a8b5ff8a30ab00468591ddfba202fcb85af53804699ae2d26bae7da4f6
252,kareem-kasanova,kareem kasanova,Abuja big boy who knows he can get any lady he wants,male,"hair:none, eyes:black, teeth:none, clothing:agbada, accessories:bubble gum and cap, expression:charming, strength:chivalry, weakness:unfaithful",ede8820e-5abd-11ed-9b6a-0242ac120002,51972e71d1c5fa8922876b243e9ab308e5fb97540931e5cef7307913b86371bc
253,mayor-of-uyo,mayor of uyo,Essien is a top Lagos businessman who hails from Uyo,male,"hair:none, eyes:cyan and left side eyed, teeth:none, clothing:chieftancy, accessories:candy bar, expression:, strength:, weakness:loves women a lot",ede883c6-5abd-11ed-9b6a-0242ac120002,5a6ac5a919e8a327a3b6393c727f9b9fb23fed9aeb2e5f109b62d7169bb02326
254,chinedu-china,chinedu china,An Nnewi blooded spareparts importer and exporter with goods from china,male,"hair:none, eyes:cyan, teeth:none, clothing:tied wrapper, accessories:none, expression:smirking, strength:business acumen, weakness:brags a lot",ede885f6-5abd-11ed-9b6a-0242ac120002,028343aa74c634bb60494b4571fde1afa43cda32c982cadfa3bf1c9552a47b64
255,papa-ekene,papa ekene,The oldest man of the Akwauzu clan,male,"hair:none, eyes:black, teeth:missing two teeth, clothing:ankara native top, accessories:chewing stick, expression:lighthearted, strength:always advising, weakness:talks too much",ede88808-5abd-11ed-9b6a-0242ac120002,9d85a0170d1bb1f8a95ee6b1d4b264f586371ecc2df9a1637891a53484d2ec5f
256,ogbeni-rauf,ogbeni rauf,Minister of enjoyment for Freedom state,male,"hair:none, eyes:squint, teeth:gold tooth, clothing:agbada, accessories:cap, expression:grinning, strength:persuasive speaker, weakness:manipulative",ede889fc-5abd-11ed-9b6a-0242ac120002,89adace9823ac9912047523ba7063264a6459ed4bc3b030dbea2c7f6ec38baea
257,koffi-banku,koffi banku,E be Charlie wey no dey use en stomach play,male,"hair:orange afro hairstyle, eyes:azure and bold, teeth:missing two front teeth, clothing:wearing ankara print with white inner, accessories:none, expression:anticipating, strength:cooks well, weakness:always hungry for food",ede88c2c-5abd-11ed-9b6a-0242ac120002,ad4b08ef2241bf98cef7e2b668f0d7e42d631387f400e4fd8806823a2b35fb7e
258,alhaji-bello,alhaji bello,Rich hausa business mongul controlling half of cow production in Nigeria,male,"hair:none, eyes:squinting, teeth:missing a front tooth, clothing:ankara agbada, accessories:cap, expression:smiling, strength:wealthy, weakness:dishonest",ede88efc-5abd-11ed-9b6a-0242ac120002,3947ae83cbfecd33fd051f6e628dcba416f84978071b4cfbc7eb971403dfb909
259,toju-mafejopami,toju mafejopami,Toju is a street hustler wey no like stress,male,"hair:none, eyes:closed, teeth:white with one gold tooth, clothing:yellow shirt with a blue jean pinafore, accessories:cap, expression:sleeping, strength:street smart, weakness:nonchalance",ede895d2-5abd-11ed-9b6a-0242ac120002,e6bd9b9ee4f1ef18480a0a271479ae17b2dbf0fb86f07a34e910be7b8ad2d14b
260,femi-maserati,femi maserati,"Rich kid who resides in lekki, known by everybody because he drives a Maserati",male,"hair:none, eyes:black and side-eyed, teeth:white, clothing:green polo and blue pinafore, accessories:bandana, expression:confident, strength:relatable and easily makes friends, weakness:shouts a lot",ede89802-5abd-11ed-9b6a-0242ac120002,083eafcbfc18568c035a9d398fc0760293e2f17aa3cd4b641bd1cbb3b3a2712b
261,Paul-the-comedian,Paul the comedian,Paul trying hard to make everyone laugh so hard and fall off the chair,Male,"hair:black, eyes: glasses, Teeth: none, clothing: Black and yellow V neck, Expression: cool, Strength: Trustworthiness, Weakness: slow",f8112915-64ca-41e5-9ca4-5b60c47d7a01,367a177dae17df739f64bdd007d7341ace9f89ec11921166d13b7ba16b2914dc
262,Amina-lagos-housewife,Amina lagos housewife,Amina is always showing the rich housewife vibes,Female,"hair:red, eyes: blue, Teeth: none, clothing: blue and yellow ankara, Expression: straight face, Strength: Fashionista, weakness: exorbitant",5612f542-d85e-4a2c-8661-20553dfd07bf,7e91a616f429f8a16b4fe3006f07c4aa502761cd67dcb0fc012eaff996bafa9a
263,Kiekie-the-asoebibella,Kiekie the asoebibella,Kiekie is classfied as the life of the party,Female,"hair:purple, eyes: grey, Teeth: none, clothing: blue and yellow ankara, Expression: smile, Strength: helpful ",097014d5-0ef3-46f5-9a9b-5c01f70114b3,691e8b3c2c5c2996289482cddb504c9a4a817b0777ccb11995d6a8ed7e65d6f6
264,Kunle-the-hunter,Kunle the hunter,Kunle goes for the best and hits all his targets at bull's eye,Male,"hair:black, eyes: blue, Teeth: none, clothing: one handed yellow ankara, Expression: smile, Strength: Fast, Weakness: cannot speak english",b0310fc2-4bed-48e5-abfc-566c964786d7,0ac2aff5b4f30f45a84bed6b2bf7934ea68510374549e393a002cbf2ba7fe30e
265,Amara-the-hairstylist,Amara the hairstylist,Amara is truly your one stop shop for all your hair & beauty needs.,Female,"hair:purple, eyes: grey, Teeth: none, clothing: multicolour ankara, Expression: none, Strength: multitasker, Weakness: unfriendly",412345b9-7e04-4102-af7c-5458721ac64d,6a0f263184883808f7c0a352b19d945d127d716eaba674507ab390e0077f19e7
266,Mary-nail-technician,Mary nail technician,Mary makes magic with her press-on nails,Female,"hair:red, eyes: grey, Teeth: none, clothing: multicolour ankara, Expression: none, Strength: hustler, Weakness: uncoordinated",17ea9c3b-c90f-4023-84d6-d563c098b030,3af57f6ddcdc96377a95f2185cdf37fb58c4aefd4658a07e720da11cff2ef0be
267,Odogwu-oil-contractor,Odogwu oil contractor,"From Malaysia to Kaduna, Odogwu's oil is known.",Male,"hair:black, eyes: black with glasses, Teeth: none, clothing: brown and gold guniea, Expression: none, Strength: hustler, Weakness: Taking criticism.",b503bbfb-f972-4d4a-9352-e9dfe6671d36,4f5ede2a591f1e196a7fab6a224c9d3e86c07f699212998cec96f69571ddff67
268,Simisola-the-kenteprincess,Simisola the kenteprincess,Simisola rocks kente even in swim outfits,Female,"hair:brown, eyes: blue, Teeth: none, clothing: multicolour yellow kente, Expression: smiling, Strength: Patience, Weakness: Self-criticism",45843017-b421-4413-8e35-7a6ef073f2b9,016c522793ceadc8d202d255574eede38d2ec1a70c47340c040532025cd97b9f
269,Mariam-beauty-queen,Mariam beauty queen,Beauty is a fairy tale where Mariam appears.,Female,"hair:orange, eyes: grey, Teeth: none, clothing: multicolour yellow kente, Expression: straight face, Strength: Disciplined, Weakness: Inability to delegate",b7d96d97-84c2-485f-b60e-e4e86c4d3b34,ccc209634ddeec3bcfbc1614aa635be0248335059cc0f8bb861e467f83245301
270,Obinna-the-musician,Obinna the musician,Obinna might never be an a-list artist,Male,"hair:black, eyes: black with glasses, Teeth: none, clothing: red v-neck ankara, Expression: none, Strength: delegation, Weakness: Lack of experience",afdb0299-327c-46b2-9262-faf90f0fcd12,3f4d8d1168c09b35676765357f717febccee3f3bacc76607ef4f2d9720b0a09c
271,Sandra-the-shybaby,Sandra the shybaby,Sandra is too shy at parties,Female,"hair:orange, eyes: blue, Teeth: none, clothing: yellow off shoulder, Expression: none, Strength: Friendly, Weakness: Shyness",bfed40a8-74f7-4ada-ae18-975130247efa,a91af95488c749b59199d1dfdb9801d66626577f9a45843d273d7dca4b988bc1
272,Chiamaka-the-dancer,Chiamaka the dancer,Chiamaka dances so well and earned the Guinness world record.,Female,"hair:black, eyes: grey, Teeth: none, clothing: yellow off shoulder, Expression: none, Strength: Creativity, Weakness: Lack of confidence",43c49497-8d7b-42ef-bb29-769f6c3b0ada,7b2b6e325deab1df6c032e2576f853e26685e9b4807543ae64f29898a4ccaa32
273,Mensah-fashion-icon,Mensah fashion icon,Mensah outfits are always giving us Christopher Hemsworth vibes.,Male,"hair:black, eyes: black with glasses, Teeth: none, clothing: Gold with kente, Expression: none, Strength: Public speaking, Weakness: Lack of experience",87ada09b-38ac-475c-8d46-18680c2dc795,c92324405b696927c86af6a11e0e8cffae1745b90ee5e23fa35e950add086edc
274,Lucy-the-fumigator,Lucy the fumigator,Lucy is nicknamed the pest hilter,Female,"hair:red, eyes: blue, Teeth: none, clothing: multicolour ankara, Expression: none, Strength: Determination, Weakness: Self-criticism",c7269d44-aab3-41e7-a54f-18a14f575a6b,294e40b9aba1d01b6d7e10ee0d4d7b82bf09144e2c787e7aa29db6169b78229c
275,Nneka-wedding-planner,Nneka wedding planner,Nneka plans the best weddings with great details.,Female,"hair:brown braids, eyes: grey, Teeth: none, clothing: multicolour ankara, Expression: none, Strength: hard worker, Weakness:Analytical skills",31ac6b7a-e378-4dc3-999d-b9e8d8473f99,f8b8f77d2f3364d4dc32b5138304f4de8e5e6bab23b63bdc7455b0d2bdaefd4c
276,Shakira-the-gangster,Shakira the gangster,Shakira is the most feared criminal.,Female,"hair:brown braids, eyes: grey, Teeth: none, clothing: gold and brown, Expression: none, Strength: Intentional, Weakness: Rash in decisin making",dbdc1351-aa07-46e2-935f-2db071b1b23d,d950cbfd854a6bbd56b7accb206bb1c78cddedbc31674f0e6821fc6d23019bf1
277,Lola-afropopping-princess,Lola afropopping princess,Lola licks lollipops like an afropop queen,Female,"hair:brown afro, eyes: closed, Teeth: none, clothing: black ankara, Expression: none, Strength: great communicator, Weakness:writing",2f5cadae-e423-4478-8220-37b3ac144169,9f58d90a0a3122d0bbb7453de0de4a5d521ce95a3773430d2ddb17e7183bdd0f
278,Sharon-walking-dead,Sharon walking dead,When tired Sharon walks like the dead,Female,"hair:dark brown, eyes: closed, Teeth: open teeth, clothing: blue ankara, Expression: loud, Strength: people skills, Weakness:Empathy",1fc37341-7dd1-480c-a01b-a63bee0a2230,0decfa5344e0ee4b50b05955e496c4cff421d3e618f4e62d8ce7bf26a0c4c658
279,Olivia-great-teacher,Olivia great teacher,Students enjoys Olivia's classes,Female,"hair:dark brown, eyes: closed, Teeth: none, clothing: multicolour ankara, Expression: none, Strength: Empathy, Weakness: Computer literacy.",cfc4419e-bd46-40f6-9654-632ac1138ff1,6c358a136478955adfca28cf6ad5b4998f8bfd57be3cd5db6650029091b53afd
280,Nicole-sleep-warrior,Nicole sleep warrior,"Nicole holds the sleep award in our community, she wouldn't wake up at the sound of a detonated nuclear bomb.",Female,"hair:black, eyes: closed, Teeth: none, clothing: multicolour ankara with red base, Expression: none, Strength: Leadership, Weakness: Initiative.",710ae821-4603-4124-bd60-a33b515b3b8d,ee29e33a5d74868946538ea84cfe112b8e4ad64c072637ae2a968073ce8ead05
281,Busola-the-shakara,Busola the shakara,She is a fashion icon that loves luxurious items.,Female,Hair: Brown Eyes: Shades Teeth: Closed Clothing: Yellow and blue Ankara Accessories: Shades Expression: Passive Strength: Confident Weakness: Over-spending,ec4a855a-5ceb-4f1b-bbd7-a995aa45e875,bc98917ebe6fa2ef5858bca7d0fc20382346ee082c8a4460814e69a801e78e63
282,Bella-the-artist,Bella the artist,A lady that host a fashion week show,Female,Hair: Blond Eyes: Shades Teeth: Closed Clothing: Black and yellow Ankara Accessories: Shades Expression: Straight-face Strength: Creativity Weakness: Perfectionist,48772412-dacb-4984-9e82-8d24fe101265,fe28214305abd1d95734eeb44bc43075d77bd9a73b6ce3813f65fd680e7d4103
283,Queen-the-extrovert,Queen the extrovert,A woman who enjoys being high all the time,Female,"Hair: Brown Eyes: Shades Teeth: Closed Clothing: Multi-colored Ankara Accessories: Shades, smoking pipe Expression: Sassy Strength: Self-assured Weakness: Conceited ",1712532a-20d9-4ccb-8582-bffd76c9fb67,e82ddb0dab6da1809659d5d2a9cd8e37c04c4b685364ff63ba5b0fe5ed6861a2
284,Mary-toxic-lady,Mary toxic lady,A lady who's toxic around people,Female,Hair: Two buns Eyes: Shades Teeth: White Clothing: Animal prints Accessories: Shades Expression: Angry Strength: Bully Weakness: Insecurity,bc31af8d-c45d-4797-adfc-596fb22e4e3a,ae8ad6d97f73f24d1e28d36ad7e71d300538758f49be28982cb71aaac194d43e
285,Elizabeth-the-richkid,Elizabeth the richkid,A university undergraduate from a rich background,Male,Hair: Blond Eyes: Shades Teeth: Closed Clothing: Blacktop Accessories: Shades Expression: Straight-face Strength: Wealth Weakness: Lack of real friends,21fad782-1b6f-4c2d-b157-9fdb9355c876,ff9a01eb92e63e280abe416a32d3c0e387552b77f47559b9f552dd9665b3d08c
286,Larry-the-westerner,Larry the westerner,A Yoruba Man who smokes his pipe in peace,Male,"Hair: Covered Eyes: White Teeth: Closed Clothing: Purple and yellow Agbada Accessories: Cap, smoking pipe Expression: Passive Strength: Likes to be in control Weakness: Lazy",d4984fa6-dabf-409f-839f-76742ec71500,16f6ccf7a6e48f1bff08638eb0554d4dee32cd64a5d451ce4728d8d00265415e
287,Danjuma-the-shocked,Danjuma the shocked,A pensioneer who got told his bank is on distress,Male,Hair: Covered Eyes: White Teeth: White Clothing: Wrapper across one shoulder Accessories: Cap Expression: Shocked Strength: Hard-worker Weakness: Shyness,0187ca7f-f3b1-42ae-9e17-c46d58617608,f6a1647d1a1a15ab67ee75e43cac0370151b8151163cf8411c6fb68ab76e4d97
288,Yomi-the-fashionista,Yomi the fashionista,Winner of the Lagos GT Bank fashion week.,Male,Hair: Covered Eyes: White Teeth: White Clothing: Wrapper across one shoulder Accessories: Cap Expression: Shocked Strength: Hard-worker Weakness: Lack of wealth,16d256ba-dc4e-4559-ae41-59779f351ad3,5fcfe152dc3a14987e923b864eb7521dd783187e6e95bd639e6718b12ae90e40
289,Ibu-the-importer,Ibu the importer,A rich igbo trader who imports goods in onitsha market,Male,Hair: Covered Eyes: Light blue Teeth: White and a gold tooth Clothing: Isi-agu Accessories: Cap Expression: Straight-face Strength: Wealth Weakness: Irrational,d3edc876-3f2f-4699-a376-0787bb06c5d5,a14a4ae74b2d43ec39bbad24865b794eb12d8b5c09bac27f602ba61173d31c1f
290,Massa-the-ghanian,Massa the ghanian,A rich Ghanian trader.,Male,Hair: Covered Eyes: Closed Teeth: White Clothing: Akan Accessories: Cap Expression: Happy Strength: Wealth Weakness: Irrational,9a9a5fbd-7a3c-469c-95f2-50303c2e9fc8,430997b110a28e2f2f55c6891ade0b18b292cf30a396d0ac9e00bde10e15be03
291,James-the-musician,James the musician,A yoruba juju artist,Male,Hair: Brown Eyes: Closed Teeth: White Clothing: Akan Accessories: None Expression: Happy Strength: Good voice Weakness: Womanizer,0d4ad447-3836-47cd-8387-066b200cda01,ae0c6c3390c57565b8c2a5dfe6ff681300ccc2ad75f6322e7bad74b761292543
292,Gbenga-titled-man,Gbenga titled man,A yoruba chief who is also a car dealer,Male,Hair: Covered Eyes: Light blue Teeth: White with a gold tooth Clothing: Akan Accessories: None Expression: Emotional Strength: Friendly Weakness: Deceitful ,dc6c1a39-ec78-44ca-8296-68c6de7b5de4,df1c7d5b2885fd5486dddd2cb3b397e6d8b2162a0d43df865ca5703db06b75af
293,Abaga-the-rapper,Abaga the rapper,A flashy millionaire and a music rapper,Male,Hair: Covered Eyes: Closed Teeth: White Clothing: Dongri and yellow T-shirt Accessories: Cap Expression: Happy Strength: Wealth Weakness: Recklessness ,c428411c-5a06-4b74-bd17-e53b76f9fc6c,f32d7bf225b21e4bde190a0369c6dff2599d6a364e1f2ee42c62feefe59f0529
294,Izuchukwu-the-fisherman,Izuchukwu the fisherman,A fisherman who knows how to paddle well,Male,Hair: Covered Eyes: Closed Teeth: White with a gap tooth Clothing: Green shirt Accessories: Cap Expression: Dozzy Strength: Great body-build Weakness: Drunkard ,15e1caf2-06b3-45d8-9b35-f95965b64e34,3f3af743f84299e38ec177f4290dc7433424ac20a9cc91726661e387635e20cc
295,Mark-the-philanthropist,Mark the philanthropist,A London based philantropist.,Male,Hair: Brown Eyes: White Teeth: Closed Clothing: White and blue shirt Accessories: None Expression: Irritated Strength: Philanthropist Weakness: Anger issues ,b48cbd98-96c2-4ec4-9d17-2c798be5b90f,47b41196f4e32d85350bae09c7613bea883830a6ffa2972961a37b3acb642e99
296,Desmond-the-politician,Desmond the politician,A young politician who just became a minister,Male,Hair: Covered Eyes: Grey Teeth: Closed Clothing: Yellow and purple agbada Accessories: Ila Expression: Smirk Strength: Team player Weakness: Deceitful ,c52d4fbb-622b-4e2b-85a9-1a1d0f3d97d6,c654b3c534814f37fe424208454d73ef5ffa8acb923f7ecfb9cc0d7a6df9e4a1
297,Okoro-the-bachelor,Okoro the bachelor,A local palm wine tapper with hopes and dreams,Male,Hair: Covered Eyes: Grey Teeth: White and a gold tooth Clothing: Wrapper across one shoulder Accessories: Cap Expression: Pretense Strength: Motivated Weakness: Poor,e441439d-49a3-41eb-bf9d-3c7f98c268bf,a30589c21682959e86b3499694654034a43df2c2bacad922053826ecb1e62c84
298,Saro-the-clothemaker,Saro the clothemaker,The yoruba man that stole the king's wife.,Male,Hair: Covered Eyes: Grey Teeth: White Clothing: Red and yellow agbada Accessories: Cap Expression: Straight face Strength: Good-looking Weakness: Womanizer,7e10af4e-1252-4f96-83a8-78411e152bae,880a1934c747df0a2bd85198fca5de87b7324d70328aae80737ce49e9e0ac6d1
299,Kalu-the-ichie,Kalu the ichie,A man of wealth with afluence spreading all over the east,Male,Hair: Covered Eyes: Sky-blue Teeth: White Clothing: Orange Plain and pattern shirt Accessories: Cap Expression: Happy Strength: Wealth Weakness: Pride,482ab247-73a4-4ff8-9172-732f3d0729b8,2c3372f2ad9b8472449f67f0a9a8dff1fbeae16f4def1ca8b9eb5f4a67777b93
300,Tamuno-the-prince,Tamuno the prince,An Ijaw prince who is also the heir to the throne,Male,Hair: Covered Eyes: Sky-blue Teeth: Closed Clothing: Akan  Accessories: Cap Expression: Straight-face Strength: Caring Weakness: Easily deceived,108447d1-f2d5-4816-8ebb-599286c3fabf,f694df901190a065739ff6e472d995456f4a00fd659613d3f74e7fbbcd5db1cd
301,wendy-the -banker,wendy the  banker,"Wendy loves working in the bank, as she gets to meet different people.",Female,Hair: Dark red . Eyes: blue. Teeth:None. Clothing: Blue and yellow ankara . Accessories: None. Expression: shocked. Strength: None . Weakness: None.,587645e2-5ace-11ed-9b6a-0242ac120002,e9f5e6c788e180426a798201d38547955e5ced48ff61cc674775cfeb4eb6ccec
302,uduak-the -dark horse,uduak the dark horse,Uduak looks innocent and has the whole apartment bugged,Female,Hair: brown . Eyes: blue . Teeth:none . Clothing: multi-colored ankara. Accessories: None. Expression: Witty. Strength: None . Weakness: None.,58764862-5ace-11ed-9b6a-0242ac120002,7d8512f30ce18b3540fe1e464effeacdbb04f8be48348bb0e4ddb3d6bc44d67b
303,timeyin-the -eccentic,timeyin the eccentic,Timeyin is as eccentric as they come with no care for others opinions,Female,Hair: brown . Eyes: blue . Teeth:none . Clothing: multi-colored ankara. Accessories: Smoking pipe. Expression: High. Strength: None . Weakness: None.,58764a2e-5ace-11ed-9b6a-0242ac120002,c60d604aa0e3650387d2ae365904688c826c93f4fc8087cfe4bc14690226c764
304,omawunmi-the -businesswoman,omawunmi the businesswoman,Omawunmi is a no-nonsense woman with a shop in idumota,Female,Hair: Pink . Eyes: blue . Teeth: white teeth . Clothing: Yellow ankara. Accessories: None. Expression: Angry. Strength: None . Weakness: None.,58764b78-5ace-11ed-9b6a-0242ac120002,1345aab41f978170a0933c52796b836bfa040ca4f23a5025fa50aabadc0c6b2b
305,halima-the-housewife,halima the housewife,Halima loves to bake and cook for her children,Female,"Hair: Brown. Eyes: blue . Teeth: None . Clothing: ankara designed with yellow, red and green. Accessories: None. Expression: Tired . Strength: None . Weakness: None.",58764d8a-5ace-11ed-9b6a-0242ac120002,da2f348981452185bc8c482ad3d84d0764e6e178451b286182c54d76a5eb4bfe
306,muna-the -block sister,muna the block sister,Muna loves to tell everyone in the block about her younger escapades,Female,Hair: Black. Eyes: blue . Teeth: None. Clothing: Wolf-skin ankara. Accessories: Headgear. Expression: Shocked. Strength: None . Weakness: None.,58764ea2-5ace-11ed-9b6a-0242ac120002,cd2f62907e1c592282c6692e122d2f243b0a81799fa384e1218e334231151735
307,stella-the -gossip,stella the gossip,Nobody gossips on the block like stella when smoking.,Female,Hair: Red. Eyes: Covered eyes. Teeth: None. Clothing: Black ankara with bright design . Accessories: None. Expression: Calm. Strength: None . Weakness: None.,58764fd8-5ace-11ed-9b6a-0242ac120002,d3756b7b4fd4a78f3729a8f7fc6369c4e39b1afe6a535b8f750750d1203ac9ae
308,agbani-the-wannabe,agbani the wannabe,Agbani loves to shop antique ndecorations for her mansion in idi-iroko,Female,Hair: Purple hair. Eyes: covered eyes . Teeth: None . Clothing: Blue one-armed dress . Accessories: None. Expression: Happy. Strength: None . Weakness: None.,5876542e-5ace-11ed-9b6a-0242ac120002,9874d87f0f2445226773802a1ef2f81c5794f6989f51a76486de4bf97e2ae701
309,asante-the -warrior,asante the warrior,Asante came from along line of warriors in Ghana,Female,Hair: Pink braids. Eyes: Covered eyes . Teeth: None. Clothing: One-armed brightly colored dress. Accessories: None. Expression: Calm . Strength: None . Weakness: None.,58765578-5ace-11ed-9b6a-0242ac120002,96cfd6317ca860c107900b06b6d865eab90ac73cb4d8b5a550ad6a74d7d7b199
310,hilda-the -insomaniac,hilda the insomaniac,Hilda prefers to sleep during the day,Female,Hair: Pink . Eyes: Covered eyes . Teeth: None . Clothing: Multi colored ankara . Accessories: None. Expression:Calm . Strength: None . Weakness: None.,5876569a-5ace-11ed-9b6a-0242ac120002,104c572d74c6946ae045eb41bbbfd85b99b0f42fc48d269a0f5025e6e696a54c
311,sisi yemi-the -street aunty,sisi yemi the street aunty,Sisi Yemi is everyone's favourite street aunty.,Female,Hair: Dark brown . Eyes: Brown eyes. Teeth: None . Clothing: Blue and yellow ankara. Accessories: None. Expression: Shocked . Strength: None . Weakness: None.,587657a8-5ace-11ed-9b6a-0242ac120002,71ddf86473024c39d3b841897250fd608ff11ddf2feb78c4f322b845c20230dc
312,chiamaka-the -bully,chiamaka the bully,Chiamaka hates people in her business and likes to scare the kids on the block,Female,Hair: Pink. Eyes: brown. Teeth: none. Clothing: multi-colored ankara. Accessories: Smoking pipe. Expression: strong. Strength: None . Weakness: None.,587658ca-5ace-11ed-9b6a-0242ac120002,9d3896b854f61fca8dd0e6d30b2efbc4c1b9703eb0e7fb5e8c3355f55e297a06
313,gift-the-fashionista,gift the fashionista,Gift has always been bold and that spreads to her fashion sense too.,Female,Hair: brown . Eyes: brown . Teeth :none . Clothing: multi-colored ankara. Accessories: None. Expression: Witty. Strength: None . Weakness: None.,58765adc-5ace-11ed-9b6a-0242ac120002,99ce91aa695f691a051f567a2d642706c135cb7942d088bbc7fa5c756fbeeaf0
314,omoyene-the-weirdo,omoyene the weirdo,Omoyene likes to murmur to herself and talks about seeing ghosts,Female,Hair: Brown. Eyes: brown. Teeth: None. Clothing: Yellow ankara. Accessories: None. Expression: Calm. Strength: None. Weakness: None.,58765bea-5ace-11ed-9b6a-0242ac120002,1a0f9b80671c86b5a83b04e9b5e2cf5e332b12de88c941986034997a870e3af7
315,maria-the -freshface,maria the freshface,Maria likes to believe the world is sunshine and rainbows while blowing gum,Female,"Hair: Pink. Eyes: Brown eyes. Teeth: white teeth. Clothing:Yellow, greem and red ankara . Accessories: None. Expression: Furious . Strength: None . Weakness: None.",58765d02-5ace-11ed-9b6a-0242ac120002,fba943e393ab0b00ea43820b12bd961a9780b2f481b7cd546efa380b04e1b874
316,monica-the -smoker,monica the smoker,Monica is never found without a pipe and loves to interject in every conversation,Female,Hair: Grey . Eyes: Covered eyes. Teeth: None. Clothing: Black ankara with bright designs. Accessories: Yellow glasses. Expression: Hip . Strength: None . Weakness: None.,58765e24-5ace-11ed-9b6a-0242ac120002,5fc52f1cb2df50186ef8a9bc3ac63ec520504ff9f4ee1594315b072b9c072b3a
317,Janet -is always -found singing ,janet the singer,Janet is always found singing in whatever activity she’s doing,Female,Hair: Purple . Eyes: Covered eyes. Teeth: None. Clothing: Yellow and blue ankara. Accessories: Yellow glasses. Expression: Cool. Strength: None . Weakness: None.,cef902bc-5afc-11ed-9b6a-0242ac120002,23e98074ed18ed510c10a2b5f1f88b8acc9cca35458b6936fbeb031e24ba72d6
318,Emi-the-reggae-girl,emi the reggae girl,EMi is a beautiful dancer,Female,Hair:Pink braids . Eyes: Covered eyes . Teeth: None. Clothing: Multicolored ankara. Accessories: Yellow glasses. Expression: happy. Strength: None . Weakness: None.,cef9060e-5afc-11ed-9b6a-0242ac120002,06a36a8b70cd08534cf4c8fb88c4f406c52337a717e6237db071ad0d7dbcf0f9
319,Aisha-love-the-life-of-the-party,Aisha love the life of the party,Aisha always party during the weekend,Female,Hair: Red . Eyes: Covered eyes. Teeth: None. Clothing: Wolf-skin ankara. Accessories: Yellow glasses. Expression: hip. Strength: None . Weakness: None.,cef907a8-5afc-11ed-9b6a-0242ac120002,8cd916e3af50f6abde70a20bb9e99e3d862d58b031784e111991fbec199248e9
320,Amaka-the-tailor,Amaka the tailor,She sews the most beautiful dress in the hood,Female,Hair:Grey. Eyes: Covered eyes . Teeth: None. Clothing: Black dress. Accessories: Yellow glasses. Expression: happy. Strength: None . Weakness: None.,cef9091a-5afc-11ed-9b6a-0242ac120002,e04d45e3f1b2e07e3ead84cd8e5203cd8a7bcc04d7cd8d1466360fd9f1c5c3e9
321,Omunyinyi-the-stoic,omunyinyi the stoic,omunyinyi wears a Kitenge coat,male,Hair: bald Eyes: tearyTeeth: noneSkin: brownskinClothing: checked ankara Accessories: None Expression: Teary Strength: powerful Weakness: self-loathing,c2d6a3ac-1d4d-4268-ba7f-4f0f8f50c1ab,06d26ff01b4146e16314d6c41b6d0e7c29718ea4a2c0db01f89d67e87b0eacd5
